2025-08-01 13:07:21.306549+00:00 UTC
skupper-prd-wyn-skupper-router-7f4bf489d5-lmzhp

Router Addresses
  class   addr                                                     distrib    pri  local  remote  in      out        thru
  ============================================================================================================================
  local   $_management_internal                                    closest    -    0      0       0       0          0
  mobile  $management                                              closest    -    0      0       14,261  0          0
  local   $management                                              closest    -    0      0       0       0          0
  mobile  30154dce-1695-472b-8dce-1f582c24acbf/skupper-site-query  balanced   -    0      1       0       0          0
  mobile  85f36ae8-19b9-49fd-833d-02e53be0ab0e/skupper-site-query  balanced   -    1      0       0       0          0
  mobile  _$qd.edge_addr_tracking                                  balanced   -    0      0       0       0          0
  mobile  _$qd.mesh_discovery                                      balanced   -    0      0       0       0          0
  mobile  mc/$skupper-service-sync                                 multicast  -    1      1       0       51,255     17,085
  mobile  mc/sfe.30154dce-1695-472b-8dce-1f582c24acbf              multicast  -    2      1       0       41,006     0
  mobile  mc/sfe.30154dce-1695-472b-8dce-1f582c24acbf.heartbeats   multicast  -    2      1       0       85,415     0
  mobile  mc/sfe.47skj:0                                           multicast  -    0      1       0       0          0
  mobile  mc/sfe.47skj:0.flows                                     multicast  -    0      1       0       0          0
  mobile  mc/sfe.85f36ae8-19b9-49fd-833d-02e53be0ab0e              multicast  -    2      1       32,922  65,770     32,922
  mobile  mc/sfe.85f36ae8-19b9-49fd-833d-02e53be0ab0e.heartbeats   multicast  -    2      1       42,731  85,422     42,732
  mobile  mc/sfe.9pz67:0                                           multicast  -    2      2       0       85,420     1
  mobile  mc/sfe.9pz67:0.flows                                     multicast  -    1      1       0       633,052    7
  mobile  mc/sfe.9pz67:0.logs                                      multicast  -    1      1       0       5          0
  mobile  mc/sfe.9wz2w:0                                           multicast  -    1      1       0       0          0
  mobile  mc/sfe.9wz2w:0.flows                                     multicast  -    1      1       0       0          0
  mobile  mc/sfe.9wz2w:0.logs                                      multicast  -    0      1       0       0          0
  mobile  mc/sfe.all                                               multicast  -    2      1       8,542   119,586    25,631
  mobile  mc/sfe.d94wd:0                                           multicast  -    1      3       0       85,408     42,704
  mobile  mc/sfe.d94wd:0.flows                                     multicast  -    1      1       0       1,405,841  702,920
  mobile  mc/sfe.d94wd:0.logs                                      multicast  -    1      1       0       14         7
  mobile  mc/sfe.dv879:0                                           multicast  -    2      1       0       85,422     0
  mobile  mc/sfe.dv879:0.flows                                     multicast  -    1      1       0       635,697    0
  mobile  mc/sfe.dv879:0.logs                                      multicast  -    1      1       0       10         0
  mobile  mc/sfe.jfhn8:0                                           multicast  -    1      1       0       0          0
  mobile  mc/sfe.jfhn8:0.flows                                     multicast  -    1      1       0       0          0
  mobile  mc/sfe.jfhn8:0.logs                                      multicast  -    0      1       0       0          0
  mobile  mc/sfe.lmzhp:0                                           multicast  -    2      1       0       85,427     42,740
  mobile  mc/sfe.lmzhp:0.flows                                     multicast  -    1      1       0       723,138    723,138
  mobile  mc/sfe.lmzhp:0.logs                                      multicast  -    1      1       0       12         13
  mobile  mc/sfe.w4lmh:0                                           multicast  -    1      1       0       0          0
  mobile  mc/sfe.w4lmh:0.flows                                     multicast  -    1      1       0       0          0
  mobile  mc/sfe.w4lmh:0.logs                                      multicast  -    0      1       0       0          0
  mobile  prd-mc-rs-mdb-0-0-svc:27017                              balanced   -    1      1       656     229        428
  mobile  prd-mc-rs-mdb-0-0-svc:27018                              balanced   -    1      1       8       8          0
  mobile  prd-mc-rs-mdb-0-1-svc:27017                              balanced   -    1      1       691     212        479
  mobile  prd-mc-rs-mdb-0-1-svc:27018                              balanced   -    1      1       8       8          0
  mobile  prd-mc-rs-mdb-1-0-svc:27017                              balanced   -    0      2       1,220   0          1,169
  mobile  prd-mc-rs-mdb-1-0-svc:27018                              balanced   -    0      2       4       0          4
  local   qdhello                                                  flood      -    2      0       0       0          0
  local   qdrouter                                                 flood      -    0      0       0       0          0
  topo    qdrouter                                                 flood      -    0      3       0       0          17,151
  local   qdrouter.ma                                              multicast  -    0      0       0       0          0
  topo    qdrouter.ma                                              multicast  -    0      3       0       0          14
  mobile  sfe.30154dce-1695-472b-8dce-1f582c24acbf                 balanced   -    0      1       1       0          1
  mobile  sfe.85f36ae8-19b9-49fd-833d-02e53be0ab0e                 balanced   -    1      0       1       1          0
  mobile  sfe.9pz67:0                                              closest    -    0      1       1       0          1
  mobile  sfe.d94wd:0                                              closest    -    0      1       1       0          1
