2025-08-01 13:07:16.742894+00:00 UTC
skupper-prd-wyn-skupper-router-7f4bf489d5-d94wd

Router Addresses
  class   addr                                                     distrib    pri  local  remote  in      out     thru
  ===========================================================================================================================
  local   $_management_internal                                    closest    -    0      0       0       0       0
  mobile  $management                                              closest    -    0      0       14,255  0       0
  local   $management                                              closest    -    0      0       0       0       0
  mobile  30154dce-1695-472b-8dce-1f582c24acbf/skupper-site-query  balanced   -    0      1       0       0       0
  mobile  85f36ae8-19b9-49fd-833d-02e53be0ab0e/skupper-site-query  balanced   -    0      1       0       0       0
  mobile  _$qd.edge_addr_tracking                                  balanced   -    0      0       0       0       0
  mobile  _$qd.mesh_discovery                                      balanced   -    0      0       0       0       0
  mobile  mc/$skupper-service-sync                                 multicast  -    0      2       17,084  0       34,168
  mobile  mc/sfe.30154dce-1695-472b-8dce-1f582c24acbf              multicast  -    0      2       0       0       2
  mobile  mc/sfe.30154dce-1695-472b-8dce-1f582c24acbf.heartbeats   multicast  -    0      2       0       0       1
  mobile  mc/sfe.47skj:0                                           multicast  -    0      1       0       0       0
  mobile  mc/sfe.47skj:0.flows                                     multicast  -    0      1       0       0       0
  mobile  mc/sfe.85f36ae8-19b9-49fd-833d-02e53be0ab0e              multicast  -    0      2       0       0       0
  mobile  mc/sfe.85f36ae8-19b9-49fd-833d-02e53be0ab0e.heartbeats   multicast  -    0      2       0       0       0
  mobile  mc/sfe.9pz67:0                                           multicast  -    0      3       0       0       1
  mobile  mc/sfe.9pz67:0.flows                                     multicast  -    0      2       0       0       7
  mobile  mc/sfe.9pz67:0.logs                                      multicast  -    0      2       0       0       0
  mobile  mc/sfe.9wz2w:0                                           multicast  -    0      2       0       0       0
  mobile  mc/sfe.9wz2w:0.flows                                     multicast  -    0      2       0       0       0
  mobile  mc/sfe.9wz2w:0.logs                                      multicast  -    0      1       0       0       0
  mobile  mc/sfe.all                                               multicast  -    0      2       0       0       17,085
  mobile  mc/sfe.d94wd:0                                           multicast  -    1      3       0       42,718  85,418
  mobile  mc/sfe.d94wd:0.flows                                     multicast  -    0      2       0       0       1,405,753
  mobile  mc/sfe.d94wd:0.logs                                      multicast  -    0      2       0       0       14
  mobile  mc/sfe.dv879:0                                           multicast  -    0      2       0       0       2
  mobile  mc/sfe.dv879:0.flows                                     multicast  -    0      2       0       0       7
  mobile  mc/sfe.dv879:0.logs                                      multicast  -    0      2       0       0       0
  mobile  mc/sfe.jfhn8:0                                           multicast  -    0      2       0       0       0
  mobile  mc/sfe.jfhn8:0.flows                                     multicast  -    0      2       0       0       0
  mobile  mc/sfe.jfhn8:0.logs                                      multicast  -    0      1       0       0       0
  mobile  mc/sfe.lmzhp:0                                           multicast  -    0      2       0       0       0
  mobile  mc/sfe.lmzhp:0.flows                                     multicast  -    0      2       0       0       4
  mobile  mc/sfe.lmzhp:0.logs                                      multicast  -    0      2       0       0       0
  mobile  mc/sfe.w4lmh:0                                           multicast  -    0      2       0       0       0
  mobile  mc/sfe.w4lmh:0.flows                                     multicast  -    0      2       0       0       0
  mobile  mc/sfe.w4lmh:0.logs                                      multicast  -    0      1       0       0       0
  mobile  prd-mc-rs-mdb-0-0-svc:27017                              balanced   -    1      1       517     151     367
  mobile  prd-mc-rs-mdb-0-0-svc:27018                              balanced   -    1      1       8       8       0
  mobile  prd-mc-rs-mdb-0-1-svc:27017                              balanced   -    1      1       554     139     417
  mobile  prd-mc-rs-mdb-0-1-svc:27018                              balanced   -    1      1       8       8       0
  mobile  prd-mc-rs-mdb-1-0-svc:27017                              balanced   -    0      2       1,198   0       1,141
  mobile  prd-mc-rs-mdb-1-0-svc:27018                              balanced   -    0      2       4       0       4
  local   qdhello                                                  flood      -    2      0       0       0       0
  local   qdrouter                                                 flood      -    0      0       0       0       0
  topo    qdrouter                                                 flood      -    0      3       0       0       17,128
  local   qdrouter.ma                                              multicast  -    0      0       0       0       0
  topo    qdrouter.ma                                              multicast  -    0      3       0       0       8
  mobile  sfe.30154dce-1695-472b-8dce-1f582c24acbf                 balanced   -    0      1       0       0       0
  mobile  sfe.85f36ae8-19b9-49fd-833d-02e53be0ab0e                 balanced   -    0      1       0       0       0
  mobile  sfe.9pz67:0                                              closest    -    0      1       0       0       0
  mobile  sfe.d94wd:0                                              closest    -    0      0       1       0       0
  mobile  sfe.dv879:0                                              closest    -    0      1       0       0       0
